0 -66.8932 -66.8932 2 1 0
-4.04718e-05 -66.8912 -66.8912 1 1 0
-8.09084e-05 -66.8892 -66.8892 1 1 0
-0.000161688 -66.8853 -66.8853 1 1 0
-0.000322872 -66.8774 -66.8774 1 1 0
-0.000643718 -66.8616 -66.8616 1 1 0
-0.00112113 -66.838 -66.838 1 1 0
-0.00182841 -66.8028 -66.8028 1 1 0
-0.00286886 -66.7503 -66.7503 1 1 0
-0.00438202 -66.6725 -66.6725 1 1 0
-0.00654169 -66.5582 -66.5582 1 1 0
-0.00876249 -66.4361 -66.4361 1 1 0
-0.011021 -66.3067 -66.3067 1 1 0
-0.0132925 -66.1704 -66.1704 1 1 0
-0.0155528 -66.0276 -66.0276 1 1 0
-0.0177785 -65.8788 -65.8788 1 1 0
-0.0199483 -65.7244 -65.7244 1 1 0
-0.0220426 -65.5645 -65.5645 1 1 0
-0.0240432 -65.3992 -65.3992 1 1 0
-0.0259327 -65.2286 -65.2286 1 1 0
-0.0276939 -65.0526 -65.0526 1 1 0
-0.0293093 -64.8711 -64.8711 1 1 0
-0.0307605 -64.6839 -64.6839 1 1 0
-0.0320275 -64.4906 -64.4906 1 1 0
-0.033088 -64.2909 -64.2909 1 1 0
-0.0339176 -64.0845 -64.0845 1 1 0
-0.0344883 -63.8711 -63.8711 1 1 0
-0.0347689 -63.6501 -63.6501 1 1 0
-0.034792 -63.5437 -63.5437 1 1 0

-0.0345941 -63.3209 -63.3209 2 1 0
-0.0337674 -63.0077 -63.0077 2 1 0
-0.0322521 -62.6872 -62.6872 2 1 0
-0.0299795 -62.3584 -62.3584 2 1 0
-0.0268655 -62.0203 -62.0203 2 1 0
-0.022808 -61.6721 -61.6721 2 1 0
-0.0176834 -61.313 -61.313 2 1 0
-0.0113413 -60.9424 -60.9424 2 1 0
-0.00359815 -60.5597 -60.5597 2 1 0
0.00500291 -60.1952 -60.1952 2 1 0
0.0143288 -59.851 -59.851 2 1 0
0.0243573 -59.5249 -59.5249 2 1 0
0.0350776 -59.2151 -59.2151 2 1 0
0.0464881 -58.9202 -58.9202 2 1 0
0.0585936 -58.6388 -58.6388 2 1 0
0.0714045 -58.3699 -58.3699 2 1 0
0.0849358 -58.1126 -58.1126 2 1 0
0.0992066 -57.8661 -57.8661 2 1 0
0.11424 -57.6295 -57.6295 2 1 0
0.130061 -57.4024 -57.4024 2 1 0
0.146702 -57.1841 -57.1841 2 1 0
0.164195 -56.9741 -56.9741 2 1 0
0.182579 -56.772 -56.772 2 1 0
0.201897 -56.5772 -56.5772 2 1 0
0.222198 -56.3896 -56.3896 2 1 0
0.243536 -56.2086 -56.2086 2 1 0
0.265974 -56.034 -56.034 2 1 0
0.289582 -55.8654 -55.8654 2 1 0
0.31444 -55.7027 -55.7027 2 1 0
0.340643 -55.5456 -55.5456 2 1 0
0.3683 -55.3938 -55.3938 2 1 0
0.397538 -55.2471 -55.2471 2 1 0
0.428509 -55.1054 -55.1054 2 1 0
0.461393 -54.9686 -54.9686 2 1 0
0.496409 -54.8364 -54.8364 2 1 0
0.533818 -54.7087 -54.7087 2 1 0
0.573942 -54.5854 -54.5854 2 1 0
0.617173 -54.4664 -54.4664 2 1 0
0.663993 -54.3516 -54.3516 2 1 0
0.714992 -54.2408 -54.2408 2 1 0
0.77089 -54.1341 -54.1341 2 1 0
0.832561 -54.0313 -54.0313 2 1 0
0.901053 -53.9324 -53.9324 2 1 0
0.977605 -53.8372 -53.8372 2 1 0
1.06365 -53.7458 -53.7458 2 1 0
1.16085 -53.6581 -53.6581 2 1 0
1.27103 -53.574 -53.574 2 1 0
1.39631 -53.4936 -53.4936 2 1 0
1.53908 -53.4168 -53.4168 2 1 0
1.70224 -53.3436 -53.3436 2 1 0
1.88951 -53.2739 -53.2739 2 1 0
2.10594 -53.2079 -53.2079 2 1 0
2.35885 -53.1455 -53.1455 2 1 0
2.65915 -53.0867 -53.0867 2 1 0
3.02381 -53.0317 -53.0317 2 1 0
3.4804 -52.9807 -52.9807 2 1 0
4.0769 -52.9339 -52.9339 2 1 0
4.90366 -52.8921 -52.8921 2 1 0
6.12369 -52.8572 -52.8572 2 1 0
7.83733 -52.8332 -52.8332 2 1 0
8.80024 -52.8252 -52.8252 2 1 0
9.78738 -52.8189 -52.8189 2 1 0
10.7831 -52.8136 -52.8136 2 1 0
0 -66.8932 -66.8932 2 1 0
-4.04717e-05 -66.8912 -66.8912 1 1 0
-8.09084e-05 -66.8892 -66.8892 1 1 0
-0.000161688 -66.8853 -66.8853 1 1 0
-0.000322872 -66.8774 -66.8774 1 1 0
-0.00064373 -66.8616 -66.8616 1 1 0
-0.00127934 -66.8302 -66.8302 1 1 0
-0.00252563 -66.7677 -66.7677 1 1 0
-0.00491563 -66.6447 -66.6447 1 1 0
