0.7 -57.2542 -57.2542 2 1 0
0.69999 -57.2545 -57.2545 2 1 0
0.69998 -57.2547 -57.2547 2 1 0
0.69996 -57.2551 -57.2551 2 1 0
0.69992 -57.256 -57.256 2 1 0
0.699839 -57.2578 -57.2578 2 1 0
0.699678 -57.2614 -57.2614 2 1 0
0.699357 -57.2685 -57.2685 2 1 0
0.698717 -57.2828 -57.2828 2 1 0
0.697445 -57.3116 -57.3116 2 1 0
0.694931 -57.3694 -57.3694 2 1 0
0.690023 -57.4863 -57.4863 2 1 0
0.680876 -57.7203 -57.7203 2 1 0
0.672274 -57.9618 -57.9618 2 1 0
0.664175 -58.2112 -58.2112 2 1 0
0.656543 -58.469 -58.469 2 1 0
0.649345 -58.7355 -58.7355 2 1 0
0.642551 -59.0114 -59.0114 2 1 0
0.636134 -59.2972 -59.2972 2 1 0
0.630072 -59.5936 -59.5936 2 1 0
0.624346 -59.9014 -59.9014 2 1 0
0.618944 -60.2215 -60.2215 2 1 0
0.613858 -60.5551 -60.5551 2 1 0
0.609089 -60.9036 -60.9036 2 1 0
0.60465 -61.269 -61.269 2 1 0
0.600562 -61.6535 -61.6535 2 1 0
0.596868 -62.0602 -62.0602 2 1 0
0.593634 -62.4935 -62.4935 2 1 0
0.590963 -62.9591 -62.9591 2 1 0
0.58902 -63.4658 -63.4658 2 1 0
0.588071 -64.0264 -64.0264 2 1 0
0.588039 -64.0907 -64.0907 2 1 0
0.588713 -64.7343 -64.7343 1 1 0
0.591867 -65.4965 -65.4965 1 1 0
0.599717 -66.4612 -66.4612 1 1 0
0.618621 -67.8263 -67.8263 1 1 0
0.659685 -69.7101 -69.7101 1 1 0
0.722825 -71.6549 -71.6549 1 1 0
0.788572 -73.043 -73.043 1 1 0
0.859948 -74.2078 -74.2078 1 1 0
0.940763 -75.2621 -75.2621 1 1 0
1.03459 -76.2501 -76.2501 1 1 0
1.14581 -77.1945 -77.1945 1 1 0
1.28041 -78.1089 -78.1089 1 1 0
1.44699 -79.0017 -79.0017 1 1 0
1.65857 -79.8787 -79.8787 1 1 0
1.93599 -80.7431 -80.7431 1 1 0
2.31356 -81.5958 -81.5958 1 1 0
0.7 -57.2542 -57.2542 2 1 0
0.70001 -57.254 -57.254 2 1 0
0.70002 -57.2538 -57.2538 2 1 0
0.70004 -57.2533 -57.2533 2 1 0
0.700081 -57.2524 -57.2524 2 1 0
0.700161 -57.2507 -57.2507 2 1 0
0.700322 -57.2471 -57.2471 2 1 0
0.700645 -57.24 -57.24 2 1 0
0.701293 -57.2257 -57.2257 2 1 0
0.702597 -57.1974 -57.1974 2 1 0
0.705237 -57.1409 -57.1409 2 1 0
0.710648 -57.0294 -57.0294 2 1 0
0.721745 -56.8165 -56.8165 2 1 0
0.73359 -56.6097 -56.6097 2 1 0
0.746244 -56.409 -56.409 2 1 0
0.75978 -56.2139 -56.2139 2 1 0
0.774273 -56.0242 -56.0242 2 1 0
0.78981 -55.8398 -55.8398 2 1 0
0.80649 -55.6605 -55.6605 2 1 0
0.82442 -55.4859 -55.4859 2 1 0
0.843725 -55.316 -55.316 2 1 0
0.864545 -55.1505 -55.1505 2 1 0
0.887043 -54.9894 -54.9894 2 1 0
0.911402 -54.8323 -54.8323 2 1 0
0.937838 -54.6793 -54.6793 2 1 0
0.966599 -54.5302 -54.5302 2 1 0
0.997975 -54.3848 -54.3848 2 1 0
1.03231 -54.2431 -54.2431 2 1 0
1.07001 -54.1049 -54.1049 2 1 0
1.11156 -53.9701 -53.9701 2 1 0
1.15755 -53.8387 -53.8387 2 1 0
1.20868 -53.7105 -53.7105 2 1 0
1.26582 -53.5855 -53.5855 2 1 0
1.33006 -53.4636 -53.4636 2 1 0
1.40274 -53.3447 -53.3447 2 1 0
1.4856 -53.2288 -53.2288 2 1 0
1.58086 -53.1158 -53.1158 2 1 0
1.69144 -53.0057 -53.0057 2 1 0
1.82126 -52.8985 -52.8985 2 1 0
1.97567 -52.7941 -52.7941 2 1 0
2.16217 -52.6925 -52.6925 2 1 0
